movieId,title,genres
2210,Sabotage (1936),Thriller
2231,Rounders (1998),Drama
2252,Hero (1992),Comedy|Drama
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2305,Slam (1998),Drama
2306,Holy Man (1998),Comedy
2322,Soldier (1998),Action|Sci-Fi|War
2329,American History X (1998),Crime|Drama
2389,Psycho (1998),Crime|Horror|Thriller
2409,Rocky II (1979),Action|Drama
2410,Rocky III (1982),Action|Drama
2411,Rocky IV (1985),Action|Drama
2412,Rocky V (1990),Action|Drama
2416,Back to School (1986),Comedy
2514,Pet Sematary II (1992),Comedy|Horror
2517,Christine (1983),Horror
2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2560,Ravenous (1999),Horror|Thriller
2626,Edge of Seventeen (1998),Comedy|Drama|Romance
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2687,Tarzan (1999),Adventure|Animation|Children|Drama
2694,Big Daddy (1999),Comedy
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2723,Mystery Men (1999),Action|Comedy|Fantasy
2724,Runaway Bride (1999),Comedy|Romance
2729,Lolita (1962),Drama|Romance
2775,Head On (1998),Drama
2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2812,In Too Deep (1999),Action|Thriller
2858,American Beauty (1999),Drama|Romance
2860,Blue Streak (1999),Comedy
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2907,Superstar (1999),Comedy
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2918,Ferris Bueller's Day Off (1986),Comedy
2926,Hairspray (1988),Comedy|Drama
2946,Help! (1965),Comedy|Musical
3008,Last Night (1998),Drama|Sci-Fi
3056,Oxygen (1999),Crime|Drama|Thriller
3079,Mansfield Park (1999),Comedy|Drama|Romance
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
3116,Miss Julie (1999),Drama
3157,Stuart Little (1999),Children|Comedy|Fantasy
3160,Magnolia (1999),Drama
3256,Patriot Games (1992),Action|Crime|Drama|Thriller
3260,Howards End (1992),Drama
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3286,Snow Day (2000),Comedy
3374,Daughters of the Dust (1991),Drama
3394,Blind Date (1987),Comedy|Romance
3409,Final Destination (2000),Drama|Thriller
3423,School Daze (1988),Drama
3424,Do the Right Thing (1989),Drama
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3441,Red Dawn (1984),Action|Drama|War
3476,Jacob's Ladder (1990),Horror|Mystery
3494,True Grit (1969),Adventure|Drama|Western
3524,Arthur (1981),Comedy|Romance
3534,28 Days (2000),Drama
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
3537,Where the Money Is (2000),Comedy|Drama
3593,Battlefield Earth (2000),Action|Sci-Fi
3594,Center Stage (2000),Drama|Musical
3597,Whipped (2000),Comedy
3672,Benji (1974),Adventure|Children
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
3675,White Christmas (1954),Comedy|Musical|Romance
3702,Mad Max (1979),Action|Adventure|Sci-Fi
3773,House Party (1990),Comedy
3774,House Party 2 (1991),Comedy|Drama|Romance
3783,Croupier (1998),Crime|Drama
3785,Scary Movie (2000),Comedy|Horror
3798,What Lies Beneath (2000),Drama|Horror|Mystery
3821,Nutty Professor II: The Klumps (2000),Comedy
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3936,Phantom of the Opera (1943),Horror|Musical|Thriller
3966,Detour (1945),Crime|Film-Noir
3967,Billy Elliot (2000),Drama
3977,Charlie's Angels (2000),Action|Comedy
3979,Little Nicky (2000),Comedy
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
4062,Mystic Pizza (1988),Comedy|Drama|Romance
4070,Amy (1998),Comedy|Drama
4102,Eddie Murphy Raw (1987),Comedy|Documentary
4124,Jaws: The Revenge (1987),Horror|Thriller
4218,River's Edge (1986),Crime|Drama
4224,Exit Wounds (2001),Action|Thriller
4228,Heartbreakers (2001),Comedy|Crime|Romance
4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
4239,Blow (2001),Crime|Drama
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
4296,Love Story (1970),Drama|Romance
4305,Angel Eyes (2001),Romance|Thriller
4343,Evolution (2001),Comedy|Sci-Fi
4344,Swordfish (2001),Action|Crime|Drama
4374,Let It Snow (1999),Comedy|Romance
4382,Wolves (1999),Documentary|IMAX
4447,Legally Blonde (2001),Comedy|Romance
4450,Bully (2001),Crime|Drama|Thriller
4568,Best of the Best (1989),Action
4573,Blaze (1989),Comedy|Drama
4581,Dad (1989),Drama
4619,Little Monsters (1989),Comedy
4640,Brother (2000),Action|Crime|Thriller
4647,Jackpot (2001),Drama
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
4721,American Outlaws (2001),Action|Comedy|Western
4728,Rat Race (2001),Comedy
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4743,Tortilla Soup (2001),Comedy|Romance
4776,Training Day (2001),Crime|Drama|Thriller
4857,Fiddler on the Roof (1971),Drama|Musical
4885,Domestic Disturbance (2001),Thriller
4937,Fatso (1980),Comedy
4963,Ocean's Eleven (2001),Crime|Thriller
4974,Not Another Teen Movie (2001),Comedy
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
4992,Kate & Leopold (2001),Comedy|Romance
5001,Sahara (1943),Action|Drama|War
5010,Black Hawk Down (2001),Action|Drama|War
5013,Gosford Park (2001),Comedy|Drama|Mystery
5014,I Am Sam (2001),Drama
5077,Cousins (1989),Comedy|Romance
5092,Big Fat Liar (2002),Children|Comedy
5150,Under the Skin (1997),Drama
5206,Mother's Day (1980),Comedy|Horror
5266,Panic Room (2002),Thriller
5298,Human Nature (2001),Comedy|Romance
5361,White Fang (1991),Adventure
5377,About a Boy (2002),Comedy|Drama|Romance
5449,Mr. Deeds (2002),Comedy|Romance
5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller
5480,Stuart Little 2 (2002),Children|Comedy
5481,Austin Powers in Goldmember (2002),Comedy
5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
5507,xXx (2002),Action|Crime|Thriller
5513,Martin Lawrence Live: Runteldat (2002),Comedy|Documentary
5534,Hush! (2001),Drama
5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance
5627,Skins (2002),Crime|Drama
5749,Ghost Story (1981),Drama|Horror
5786,Paid in Full (2002),Action|Drama
5796,Casino Royale (1967),Action|Adventure|Comedy
5872,Die Another Day (2002),Action|Adventure|Thriller
5903,Equilibrium (2002),Action|Sci-Fi|Thriller
5917,Zoot Suit (1981),Drama|Musical
5947,Evelyn (2002),Drama
5956,Gangs of New York (2002),Crime|Drama
5969,My Girl 2 (1994),Comedy|Drama|Romance
5970,My Girl (1991),Comedy|Drama|Romance
5989,Catch Me If You Can (2002),Crime|Drama
6022,American Me (1992),Drama
6044,Blind Date (1984),Horror|Thriller
6058,Final Destination 2 (2003),Horror|Thriller
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy
6153,Zapped! (1982),Comedy|Sci-Fi
6160,Amandla! A Revolution in Four Part Harmony (2002),Documentary|Musical
6166,Dennis the Menace (1993),Comedy
6167,Stand-In (1937),Comedy
6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller
6213,Tears of the Sun (2003),Action|Drama|Thriller
6227,Loving You (1957),Drama|Musical
6261,Wind (1992),Action|Romance
6266,What a Girl Wants (2003),Comedy|Drama|Romance
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance
6287,Anger Management (2003),Comedy
6338,Daddy Day Care (2003),Children|Comedy
6357,High Society (1956),Comedy|Musical|Romance
6464,Good Burger (1997),Children|Comedy
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller
6565,Seabiscuit (2003),Drama
6595,S.W.A.T. (2003),Action|Thriller
6659,Tremors (1990),Comedy|Horror|Sci-Fi
6687,My Boss's Daughter (2003),Comedy|Romance
6707,Cabin Fever (2002),Horror|Thriller
6754,Underworld (2003),Action|Fantasy|Horror
6793,Beethoven (1992),Children|Comedy|Drama
6794,Beethoven's 2nd (1993),Children|Comedy
6837,Love Affair (1939),Comedy|Drama|Romance
6863,School of Rock (2003),Comedy|Musical
6870,Mystic River (2003),Crime|Drama|Mystery
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6883,Sylvia (2003),Drama|Romance
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller
6929,Dirt (2001),Comedy|Crime
6952,Gothika (2003),Horror|Thriller
7017,Passenger 57 (1992),Action|Thriller
7035,Streets of Fire (1984),Action|Romance
7048,Nothing to Lose (1997),Action|Adventure|Comedy|Crime
7078,Jezebel (1938),Drama
7112,Accident (1967),Crime|Drama
7119,Crazy People (1990),Comedy
7124,Grass (1999),Documentary
7127,Run (1991),Action|Drama|Thriller
7148,Love Don't Cost a Thing (2003),Drama|Romance
7149,Something's Gotta Give (2003),Comedy|Drama|Romance
7154,Mona Lisa Smile (2003),Drama|Romance
7155,Calendar Girls (2003),Comedy
7160,Monster (2003),Crime|Drama
7162,Cold Mountain (2003),Drama|Romance|War
7199,Melvin Goes to Dinner (2003),Comedy|Drama
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical
7263,Miracle (2004),Drama
7293,50 First Dates (2004),Comedy|Romance
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
7339,Quartet (1981),Drama|Romance
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7453,New York Minute (2004),Action|Adventure|Comedy
7482,Enter the Dragon (1973),Action|Crime
7484,Gimme Shelter (1970),Documentary
7521,Mercy (2000),Crime|Mystery|Thriller
7625,Girl (1998),Drama
7706,Animal Crackers (1930),Comedy|Musical
7836,Woodstock (1970),Documentary|Musical
7845,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi
7846,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi
8042,Mean Streets (1973),Crime|Drama
8045,Hamburger Hill (1987),Action|Drama|War
8139,Deranged (1974),Horror|Thriller
8158,Rush (1991),Crime|Drama
8377,City of Joy (1992),Drama
8507,Freaks (1932),Crime|Drama|Horror
8527,I'll Sleep When I'm Dead (2003),Crime|Drama
8617,Butterfield 8 (1960),Drama
8642,Sleepover (2004),Comedy
8829,Benji: Off the Leash! (2004),Children|Drama
8838,Alice Doesn't Live Here Anymore (1974),Drama|Romance
8840,Who's That Knocking at My Door? (1967),Drama
8846,Highwaymen (2003),Action|Crime|Thriller
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy
8934,Bebe's Kids (1992),Animation|Children|Comedy
8950,The Machinist (2004),Drama|Mystery|Thriller
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
8978,Christmas with the Kranks (2004),Children|Comedy
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
25971,Carrie (1952),Drama|Romance
26027,Zero Hour! (1957),Drama|Thriller
26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance
26167,The Incident (1967),Crime|Drama
26172,Point Blank (1967),Action|Crime|Drama|Thriller
26198,"Yours, Mine and Ours (1968)",Children|Comedy
26207,Last Summer (1969),Drama
26242,Duel (1971),Action|Mystery|Thriller
26274,Payday (1973),Drama
26302,Scarecrow (1973),Drama
26349,Night Moves (1975),Crime|Thriller
26431,Opening Night (1977),Drama
26438,Defiance (1980),Action|Crime|Drama
26462,Bad Boys (1983),Crime|Drama|Thriller
26471,Eddie Murphy Delirious (1983),Comedy|Documentary
26536,Bliss (1985),Comedy|Drama
26559,Target (1985),Action|Drama|Thriller
26629,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi
26638,Prison (1988),Crime|Drama|Horror|Thriller
26696,Lionheart (1990),Action
26750,Quigley Down Under (1990),Adventure|Drama|Western
26947,Pusher (1996),Crime|Thriller
26996,Safe House (1998),Thriller
27003,Beowulf (1999),Action|Horror|Sci-Fi
27124,Bleeder (1999),Drama|Thriller
27351,Spiral (2000),Horror
27434,Darkness (2002),Horror|Mystery
27729,Kal Ho Naa Ho (2003),Comedy|Drama|Romance
27790,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
27831,Layer Cake (2004),Crime|Drama|Thriller
27879,DiG! (2004),Documentary
27922,Jerry Seinfeld: 'I'm Telling You for the Last Time' (1998),Comedy|Documentary
30707,Million Dollar Baby (2004),Drama
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
31047,Jinxed! (1982),Comedy
31225,Coach Carter (2005),Drama
31251,Iceman (1984),Drama|Sci-Fi
31427,Hide and Seek (2005),Horror|Mystery|Thriller
31445,Employee of the Month (2004),Comedy|Drama
31685,Hitch (2005),Comedy|Romance
31945,Always a Bridesmaid (2000),Documentary
32088,DNA (1997),Action|Sci-Fi
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
32596,Sahara (2005),Action|Adventure|Comedy
32902,Whisky (2004),Comedy|Drama
32914,Carrie (2002),Drama|Horror|Thriller
33148,King's Ransom (2005),Comedy|Crime
33158,xXx: State of the Union (2005),Action|Crime|Thriller
33166,Crash (2004),Crime|Drama
33188,Mischief (1985),Comedy|Romance
33499,Monster-in-Law (2005),Comedy|Romance
33838,Rize (2005),Documentary
34129,Rebound (2005),Comedy
34271,Hustle & Flow (2005),Crime|Drama
34326,Last Days (2005),Drama
34528,Junebug (2005),Comedy|Drama
34536,The Great Raid (2005),Action|Drama|War
35828,Black (2005),Drama
36083,Main Hoon Na (2004),Action|Comedy|Drama
37380,Doom (2005),Action|Horror|Sci-Fi
37382,Domino (2005),Crime|Drama|Thriller
37384,Waiting... (2005),Comedy
37653,Zozo (2005),Drama
38304,No Direction Home: Bob Dylan (2005),Documentary
39292,"Good Night, and Good Luck. (2005)",Crime|Drama
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi
40581,Just Friends (2005),Comedy|Romance
40617,Creep (2004),Horror|Thriller
40851,Zathura (2005),Action|Adventure|Children|Fantasy
40962,"Yours, Mine and Ours (2005)",Comedy|Romance
41571,Memoirs of a Geisha (2005),Drama|Romance
42007,Rumor Has It... (2005),Comedy|Drama|Romance
42163,Richard Pryor: Live in Concert (1979),Comedy|Documentary
42208,Paheli (2005),Drama|Fantasy|Musical|Romance
42705,Penelope (1966),Comedy|Crime
43679,Final Destination 3 (2006),Horror|Mystery|Thriller
43912,Freedomland (2006),Crime|Drama
43936,16 Blocks (2006),Crime|Thriller
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery
45003,Shutter (2004),Fantasy|Horror|Mystery|Thriller
45068,Mirage (1965),Mystery|Thriller
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX
45666,Nacho Libre (2006),Comedy
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
45730,Lady in the Water (2006),Drama|Fantasy|Mystery
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
46723,Babel (2006),Drama|Thriller
46915,End Game (2006),Crime|Drama|Mystery
46948,Monster House (2006),Animation|Children|Fantasy|Mystery
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
46974,World Trade Center (2006),Drama
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
47135,Michael (1924),Drama
47287,Compulsion (1959),Crime|Drama|Thriller
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy
47394,"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller
47518,Accepted (2006),Comedy
47629,The Queen (2006),Drama
48239,Yuva (2004),Action|Adventure|Crime|Drama
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX
48501,G.O.R.A. (2004),Adventure|Comedy|Sci-Fi
48520,Employee of the Month (2006),Comedy
49272,Casino Royale (2006),Action|Adventure|Thriller
49280,Bobby (2006),Drama
49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical
49642,Unaccompanied Minors (2006),Children|Comedy
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy
49910,Freedom Writers (2007),Drama
50153,Code Name: The Cleaner (2007),Action|Comedy|Crime
50183,Loving Annabelle (2006),Drama|Romance
51037,Unknown (2006),Drama|Mystery|Thriller
51063,Trailer Park Boys: The Movie (2006),Comedy|Crime
51077,Ghost Rider (2007),Action|Fantasy|Thriller
51091,Black Snake Moan (2006),Drama
51412,Next (2007),Action|Sci-Fi|Thriller
51540,Zodiac (2007),Crime|Drama|Thriller
51834,Becoming Jane (2007),Drama|Romance
52279,Are We Done Yet? (2007),Comedy
52435,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical
52456,Perfect Stranger (2007),Crime|Drama|Mystery|Thriller
52604,Fracture (2007),Crime|Drama|Mystery|Thriller
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX
52975,Hairspray (2007),Comedy|Drama|Musical
53154,Zoo (2007),Documentary
53322,Ocean's Thirteen (2007),Crime|Thriller
53460,Surf's Up (2007),Animation|Children|Comedy
53956,Death at a Funeral (2007),Comedy
53993,Evan Almighty (2007),Comedy|Fantasy
54190,Across the Universe (2007),Drama|Fantasy|Musical|Romance
54256,Hot Rod (2007),Comedy
54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance
54276,No Reservations (2007),Comedy|Drama|Romance
54290,Bratz: The Movie (2007),Comedy
54501,Miss Julie (1951),Drama
54503,Superbad (2007),Comedy
54775,War (2007),Action|Thriller
55176,In the Shadow of the Moon (2007),Documentary
55205,Interview (2007),Drama
55241,Mr. Woodcock (2007),Comedy
55245,Good Luck Chuck (2007),Comedy|Romance
55247,Into the Wild (2007),Action|Adventure|Drama
55451,The Jane Austen Book Club (2007),Comedy|Drama|Romance
55768,Bee Movie (2007),Animation|Comedy
55955,Fred Claus (2007),Children|Comedy|Fantasy
55995,Beowulf (2007),Action|Adventure|Animation|Fantasy|IMAX
56167,Om Shanti Om (2007),Action|Drama|Musical|Romance
56169,Awake (2007),Drama|Thriller
56449,Cake (2005),Comedy|Romance
56599,Fall From Grace (2007),Documentary
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller
56782,There Will Be Blood (2007),Drama|Western
56941,P.S. I Love You (2007),Comedy|Drama|Romance
56956,Savages (1972),Comedy|Fantasy
57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
57370,Mad Money (2008),Comedy|Crime|Thriller
57848,Canvas (2006),Drama
57949,"Welcome Home, Roscoe Jenkins (2008)",Comedy
58103,Vantage Point (2008),Action|Drama|Thriller
58111,Jodhaa Akbar (2008),Drama|Musical|Romance|War
58293,"10,000 BC (2008)",Adventure|Romance|Thriller
58347,Penelope (2006),Comedy|Fantasy|Romance
58627,Never Back Down (2008),Action
58803,21 (2008),Crime|Drama|Romance|Thriller
58806,Smart People (2008),Comedy|Drama|Romance
59022,Harold & Kumar Escape from Guantanamo Bay (2008),Adventure|Comedy
59118,Happy-Go-Lucky (2008),Comedy|Drama
59129,Outpost (2008),Action|Horror
59154,Black Friday (1940),Crime|Drama|Horror|Sci-Fi
59306,Prom Night (2008),Horror|Mystery|Thriller
59549,Shelter (2007),Drama|Romance
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
59715,Shutter (2008),Horror|Mystery|Thriller
59738,All the Boys Love Mandy Lane (2006),Horror|Mystery|Thriller
59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
59900,You Don't Mess with the Zohan (2008),Comedy
60030,Spiral (2007),Drama|Horror|Thriller
60072,Wanted (2008),Action|Thriller
60126,Get Smart (2008),Action|Comedy
60150,Desire (1936),Comedy|Crime|Romance
60609,Death Note (2006),Adventure|Crime|Drama|Horror|Mystery
60728,Steal a Pencil for Me (2007),Documentary|Romance
60753,Felon (2008),Crime|Drama
60756,Step Brothers (2008),Comedy
60943,Frozen River (2008),Drama
61024,Pineapple Express (2008),Action|Comedy|Crime
61269,Trumbo (2007),Documentary
61352,Traitor (2008),Crime|Drama|Thriller
61697,Righteous Kill (2008),Crime|Mystery|Thriller
62137,Nights in Rodanthe (2008),Drama|Romance
62235,Red (2008),Drama|Thriller
62344,Rachel Getting Married (2008),Drama|Romance
62434,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance
62577,Flash of Genius (2008),Drama
62999,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX
